department,course_name,time_credit,credit,professor,student_capacity,english_class,chinese_class,need_approval,cu_class,honors_class,engineering_certification,target_academic_year,recommended_academic_year,course_registration_notes,course_description,year,semester,course_code,course_section,timeslot,classroom,extended_syllabus
컴퓨터공학과,컴퓨터프로그래밍II,3.0,3.0,김지환,58,False,False,False,False,False,False,1,1,,"중핵C언어(STS2008)기수강자,수강신청자모두수강불가,(구)C프로그래밍",2024,2학기,CSE2035,1,"수,금 13:30~14:45",D105,True
컴퓨터공학과,컴퓨터프로그래밍II,3.0,3.0,이주호,64,True,False,False,False,False,False,1,1,,"중핵C언어(STS2008)기수강자,수강신청자모두수강불가,(구)C프로그래밍",2024,2학기,CSE2035,2,"화,목 12:00~13:15",D105,True
컴퓨터공학과,이산구조,3.0,3.0,장형수,53,False,False,False,False,False,False,all,1,,,2024,2학기,CSE3006,1,"월,수 10:30~11:45",AS510,True
컴퓨터공학과,이산구조,3.0,3.0,장형수,61,False,False,False,False,False,False,all,1,,,2024,2학기,CSE3006,2,"수,금 09:00~10:15",AS510,True
컴퓨터공학과,이산구조,3.0,3.0,이영민,106,False,False,False,False,False,False,all,1,,,2024,2학기,CSE3006,3,"화,목 09:00~10:15",K302,True
컴퓨터공학과,소프트웨어개발도구및환경실습,3.0,6.0,김지환,13,False,False,False,False,False,False,"2,3,4",2,,구)컴퓨터공학설계및실험I,2024,2학기,CSE3013,1,화 15:00~20:50,R914,True
컴퓨터공학과,디지털회로개론,3.0,3.0,김주호,124,False,False,False,False,False,False,"2,3,4",2,,,2024,2학기,CSE3015,1,"수,금 13:30~14:45",K202,True
컴퓨터공학과,디지털회로개론,3.0,3.0,이혁준,128,False,False,False,False,False,False,"2,3,4",2,,,2024,2학기,CSE3015,2,"화,목 12:00~13:15",K301,True
컴퓨터공학과,컴퓨터공학실험II,3.0,6.0,김주호,33,False,False,False,False,False,False,"2,3,4",2,,,2024,2학기,CSE3016,1,월 15:00~20:50,AS714,True
컴퓨터공학과,컴퓨터공학실험II,3.0,6.0,박수용,30,False,False,False,False,False,False,"2,3,4",2,,,2024,2학기,CSE3016,2,화 15:00~20:50,AS714,True
컴퓨터공학과,컴퓨터공학실험II,3.0,6.0,낭종호,31,False,False,False,False,False,False,"2,3,4",2,,,2024,2학기,CSE3016,3,수 15:00~20:50,AS714,True
컴퓨터공학과,컴퓨터공학실험II,3.0,6.0,이혁준,26,False,False,False,False,False,False,"2,3,4",2,,,2024,2학기,CSE3016,4,목 15:00~20:50,AS714,True
컴퓨터공학과,컴퓨터공학실험II,3.0,6.0,박운상,32,False,False,False,False,False,False,"2,3,4",2,,,2024,2학기,CSE3016,5,금 15:00~20:50,AS714,True
컴퓨터공학과,JAVA언어,3.0,3.0,김주호,104,True,False,False,False,False,False,"2,3,4",2,,,2024,2학기,CSE3040,1,"수,금 15:00~16:15",K202,True
컴퓨터공학과,JAVA언어,3.0,3.0,장부루,109,True,False,False,False,False,False,"2,3,4",2,,,2024,2학기,CSE3040,2,"화,목 16:30~17:45",K202,True
컴퓨터공학과,자료구조,3.0,3.0,정성원,86,False,False,False,False,False,False,"2,3,4",2,,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),2024,2학기,CSE3080,1,"월,수 10:30~11:45",K201,True
컴퓨터공학과,알고리즘설계와분석,3.0,3.0,임인성,87,False,False,False,False,False,False,"2,3,4",2,,선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문),2024,2학기,CSE3081,1,"화,목 10:30~11:45",AS414,True
컴퓨터공학과,알고리즘설계와분석,3.0,3.0,김세준,58,True,False,False,False,False,False,"2,3,4",2,,선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문),2024,2학기,CSE3081,2,"화,목 13:30~14:45",AS510,True
컴퓨터공학과,알고리즘설계와분석,3.0,3.0,장형수,106,False,False,False,False,False,False,"2,3,4",2,,선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문),2024,2학기,CSE3081,3,"월,수 12:00~13:15",AS510,True
컴퓨터공학과,연구프로젝트Ⅱ,3.0,3.0,김영재,6,False,False,True,False,False,False,,"3,4",,,2024,2학기,CSE3302,1,,,True
컴퓨터공학과,연구프로젝트Ⅱ,3.0,3.0,최재승,6,False,False,True,False,False,False,,"3,4",,,2024,2학기,CSE3302,3,,,True
컴퓨터공학과,임베디드컴퓨터구조,3.0,3.0,이혁준,36,False,False,False,False,False,False,"3,4","3,4",,선수과목 : CSE3015 디지털회로개론,2024,2학기,CSE4011,1,"월,수 16:30~17:45",AS303,True
컴퓨터공학과,딥러닝개론,3.0,3.0,최준석,114,True,False,False,False,False,False,"3,4","3,4",,,2024,2학기,CSE4014,1,"화,목 10:30~11:45",K303,True
컴퓨터공학과,지능형통신시스템,3.0,3.0,김승욱,40,False,False,False,False,False,False,"3,4","3,4",,구)데이터통신개론,2024,2학기,CSE4060,1,"화,목 15:00~16:15",K404,True
컴퓨터공학과,운영체제,3.0,3.0,김영재,90,False,False,False,False,False,False,"3,4","3,4",,선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문),2024,2학기,CSE4070,1,"화,목 13:30~14:45",K301,True
컴퓨터공학과,운영체제,3.0,3.0,김영재,89,False,False,False,False,False,False,"3,4","3,4",,선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문),2024,2학기,CSE4070,2,"화,목 09:00~10:15",K301,True
컴퓨터공학과,자동장치이론,3.0,3.0,김세준,38,True,False,False,False,False,False,"3,4","3,4",,,2024,2학기,CSE4085,1,"수,금 13:30~14:45",RA406B,True
컴퓨터공학과,커넥티드플랫폼이론과실제(캡스톤디자인),3.0,3.0,문의현,30,False,False,True,False,False,False,"3,4","3,4",,,2024,2학기,CSE4103,1,목 15:00~17:45,AS412,True
컴퓨터공학과,해킹및정보보안,3.0,3.0,최재승,103,False,False,False,False,False,False,"3,4","3,4",,,2024,2학기,CSE4104,1,"화,목 12:00~13:15",K202,True
컴퓨터공학과,기초컴파일러구성,3.0,3.0,최재승,80,True,False,False,False,False,False,"3,4",4,,,2024,2학기,CSE4120,1,"수,금 15:00~16:15",K201,True
컴퓨터공학과,수치컴퓨팅및응용,3.0,3.0,이주호,26,False,False,False,False,False,False,"3,4",4,,선수과목 : STS2006 미적분학II,2024,2학기,CSE4140,1,"월,수 12:00~13:15",R912,True
컴퓨터공학과,문제해결프로그래밍실습,3.0,6.0,임인성,39,False,False,False,False,False,False,"3,4","3,4",,"선수과목:CSE3013 컴퓨터공학설계및실험I,구)고급소프트웨어실습I",2024,2학기,CSE4152,1,월 15:00~20:50,R914,True
컴퓨터공학과,문제해결프로그래밍실습,3.0,6.0,이주호,21,False,False,False,False,False,False,"3,4","3,4",,"선수과목:CSE3013 컴퓨터공학설계및실험I,구)고급소프트웨어실습I",2024,2학기,CSE4152,2,수 15:00~20:50,R914,True
컴퓨터공학과,문제해결프로그래밍실습,3.0,6.0,박운상,38,False,False,False,False,False,False,"3,4","3,4",,"선수과목:CSE3013 컴퓨터공학설계및실험I,구)고급소프트웨어실습I",2024,2학기,CSE4152,3,목 15:00~20:50,R914,True
컴퓨터공학과,문제해결프로그래밍실습,3.0,6.0,정성원,22,False,False,False,False,False,False,"3,4","3,4",,"선수과목:CSE3013 컴퓨터공학설계및실험I,구)고급소프트웨어실습I",2024,2학기,CSE4152,4,금 15:00~20:50,R914,True
컴퓨터공학과,인터넷프로그래밍및응용,3.0,3.0,낭종호,18,False,False,False,False,False,False,"3,4",4,,,2024,2학기,CSE4177,1,"월,수 10:30~11:45",R912,True
컴퓨터공학과,기초SOC설계,3.0,3.0,이영민,18,False,False,False,False,False,False,4,"3,4",,선수과목 : CSE3015 디지털회로개론,2024,2학기,CSE4178,1,"화,목 16:30~17:45",AS305,True
컴퓨터공학과,기초인공지능,3.0,3.0,양지훈,83,False,False,False,False,False,False,"3,4","3,4",,선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문),2024,2학기,CSE4185,1,"월,수 10:30~11:45",K301,True
컴퓨터공학과,캡스톤디자인I(캡스톤디자인),3.0,3.0,정영민,34,False,False,False,False,False,False,"3,4","3,4",,"오픈소스 SW 개발 및 참여, 선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문)",2024,2학기,CSE4186,1,금 10:30~13:15,AS301,True
컴퓨터공학과,산학프로젝트(캡스톤디자인),3.0,3.0,구명완,31,False,False,False,False,False,False,4,4,,구)캡스톤디자인II(캡스톤디자인),2024,2학기,CSE4187,1,월 13:30~16:15,K304,True
